               ,   0.0000000000,   1.2500000000,   2.5000000000,   3.7500000000,   5.0000000000,	               ,   0.0000000000,   1.2500000000,   2.5000000000,   3.7500000000,   5.0000000000,	               ,   0.0000000000,   1.2500000000,   2.5000000000,   3.7500000000,   5.0000000000,	               ,   0.0000000000,   1.2500000000,   2.5000000000,   3.7500000000,   5.0000000000,	               ,   0.0000000000,   1.2500000000,   2.5000000000,   3.7500000000,   5.0000000000,
             50,   0.0000000000,  -0.0000161000,  -0.0000217000,  -0.0000161000,   0.0000000000,	             50,  -1.5000000000,  -0.2562465000,  -0.1948113000,   2.4297530000,   1.5000000000,	             50,   1.5000000000,   2.4297530000,  -0.1948113000,  -0.2562465000,  -1.5000000000,	             50,  -1.5000000000,  -0.2562319000,  -0.1948276000,   2.4297140000,   1.5000000000,	             50,   1.5000000000,   2.4297140000,  -0.1948276000,  -0.2562319000,  -1.5000000000,
             51,   0.0000000000,  -0.0000232000,  -0.0000100000,  -0.0000232000,   0.0000000000,	             51,  -1.5000000000,  -0.2562434000,  -0.1948189000,   2.4297150000,   1.5000000000,	             51,   1.5000000000,   2.4297150000,  -0.1948189000,  -0.2562434000,  -1.5000000000,	             51,  -1.5000000000,  -0.2562403000,  -0.1948264000,   2.4296770000,   1.5000000000,	             51,   1.5000000000,   2.4296770000,  -0.1948264000,  -0.2562403000,  -1.5000000000,
             52,   0.0000000000,  -0.0000211000,   0.0000010000,  -0.0000211000,   0.0000000000,	             52,  -1.5000000000,  -0.2562488000,  -0.1948185000,   2.4296890000,   1.5000000000,	             52,   1.5000000000,   2.4296890000,  -0.1948184000,  -0.2562488000,  -1.5000000000,	             52,  -1.5000000000,  -0.2562542000,  -0.1948180000,   2.4296630000,   1.5000000000,	             52,   1.5000000000,   2.4296630000,  -0.1948180000,  -0.2562542000,  -1.5000000000,
             53,   0.0000000000,  -0.0000136000,   0.0000070000,  -0.0000136000,   0.0000000000,	             53,  -1.5000000000,  -0.2562582000,  -0.1948129000,   2.4296780000,   1.5000000000,	             53,   1.5000000000,   2.4296780000,  -0.1948129000,  -0.2562582000,  -1.5000000000,	             53,  -1.5000000000,  -0.2562677000,  -0.1948074000,   2.4296670000,   1.5000000000,	             53,   1.5000000000,   2.4296670000,  -0.1948074000,  -0.2562677000,  -1.5000000000,
             54,   0.0000000000,  -0.0000046000,   0.0000100000,  -0.0000046000,   0.0000000000,	             54,  -1.5000000000,  -0.2562675000,  -0.1948057000,   2.4296800000,   1.5000000000,	             54,   1.5000000000,   2.4296800000,  -0.1948057000,  -0.2562675000,  -1.5000000000,	             54,  -1.5000000000,  -0.2562768000,  -0.1947985000,   2.4296830000,   1.5000000000,	             54,   1.5000000000,   2.4296830000,  -0.1947984000,  -0.2562768000,  -1.5000000000,
             55,   0.0000000000,   0.0000030000,   0.0000080000,   0.0000030000,   0.0000000000,	             55,  -1.5000000000,  -0.2562741000,  -0.1947994000,   2.4296910000,   1.5000000000,	             55,   1.5000000000,   2.4296910000,  -0.1947994000,  -0.2562741000,  -1.5000000000,	             55,  -1.5000000000,  -0.2562806000,  -0.1947932000,   2.4297010000,   1.5000000000,	             55,   1.5000000000,   2.4297010000,  -0.1947931000,  -0.2562806000,  -1.5000000000,
             56,   0.0000000000,   0.0000070000,   0.0000050000,   0.0000070000,   0.0000000000,	             56,  -1.5000000000,  -0.2562768000,  -0.1947956000,   2.4297030000,   1.5000000000,	             56,   1.5000000000,   2.4297030000,  -0.1947956000,  -0.2562768000,  -1.5000000000,	             56,  -1.5000000000,  -0.2562796000,  -0.1947918000,   2.4297160000,   1.5000000000,	             56,   1.5000000000,   2.4297160000,  -0.1947918000,  -0.2562796000,  -1.5000000000,
             57,   0.0000000000,   0.0000070000,   0.0000010000,   0.0000070000,   0.0000000000,	             57,  -1.5000000000,  -0.2562763000,  -0.1947946000,   2.4297140000,   1.5000000000,	             57,   1.5000000000,   2.4297140000,  -0.1947945000,  -0.2562763000,  -1.5000000000,	             57,  -1.5000000000,  -0.2562759000,  -0.1947935000,   2.4297240000,   1.5000000000,	             57,   1.5000000000,   2.4297240000,  -0.1947934000,  -0.2562759000,  -1.5000000000,
             58,   0.0000000000,   0.0000060000,  -0.0000014000,   0.0000060000,   0.0000000000,	             58,  -1.5000000000,  -0.2562738000,  -0.1947956000,   2.4297190000,   1.5000000000,	             58,   1.5000000000,   2.4297200000,  -0.1947955000,  -0.2562739000,  -1.5000000000,	             58,  -1.5000000000,  -0.2562714000,  -0.1947967000,   2.4297250000,   1.5000000000,	             58,   1.5000000000,   2.4297250000,  -0.1947965000,  -0.2562714000,  -1.5000000000,
             59,   0.0000000000,   0.0000030000,  -0.0000028000,   0.0000030000,   0.0000000000,	             59,  -1.5000000000,  -0.2562708000,  -0.1947978000,   2.4297210000,   1.5000000000,	             59,   1.5000000000,   2.4297210000,  -0.1947976000,  -0.2562708000,  -1.5000000000,	             59,  -1.5000000000,  -0.2562677000,  -0.1947999000,   2.4297220000,   1.5000000000,	             59,   1.5000000000,   2.4297220000,  -0.1947997000,  -0.2562677000,  -1.5000000000,
             60,   0.0000000000,   0.0000000000,  -0.0000030000,   0.0000000000,   0.0000000000,	             60,  -1.5000000000,  -0.2562682000,  -0.1948000000,   2.4297180000,   1.5000000000,	             60,   1.5000000000,   2.4297190000,  -0.1947998000,  -0.2562682000,  -1.5000000000,	             60,  -1.5000000000,  -0.2562656000,  -0.1948023000,   2.4297160000,   1.5000000000,	             60,   1.5000000000,   2.4297160000,  -0.1948020000,  -0.2562657000,  -1.5000000000,
             61,   0.0000000000,  -0.0000015000,  -0.0000022000,  -0.0000016000,   0.0000000000,	             61,  -1.5000000000,  -0.2562667000,  -0.1948017000,   2.4297150000,   1.5000000000,	             61,   1.5000000000,   2.4297150000,  -0.1948014000,  -0.2562668000,  -1.5000000000,	             61,  -1.5000000000,  -0.2562652000,  -0.1948034000,   2.4297110000,   1.5000000000,	             61,   1.5000000000,   2.4297110000,  -0.1948029000,  -0.2562653000,  -1.5000000000,
             62,   0.0000000000,  -0.0000022000,  -0.0000010000,  -0.0000023000,   0.0000000000,	             62,  -1.5000000000,  -0.2562664000,  -0.1948026000,   2.4297110000,   1.5000000000,	             62,   1.5000000000,   2.4297110000,  -0.1948020000,  -0.2562664000,  -1.5000000000,	             62,  -1.5000000000,  -0.2562660000,  -0.1948034000,   2.4297070000,   1.5000000000,	             62,   1.5000000000,   2.4297080000,  -0.1948027000,  -0.2562661000,  -1.5000000000,
             63,   0.0000000000,  -0.0000020000,   0.0000000000,  -0.0000022000,   0.0000000000,	             63,  -1.5000000000,  -0.2562669000,  -0.1948027000,   2.4297080000,   1.5000000000,	             63,   1.5000000000,   2.4297090000,  -0.1948019000,  -0.2562670000,  -1.5000000000,	             63,  -1.5000000000,  -0.2562674000,  -0.1948028000,   2.4297050000,   1.5000000000,	             63,   1.5000000000,   2.4297060000,  -0.1948017000,  -0.2562675000,  -1.5000000000,
             64,   0.0000000000,  -0.0000012000,   0.0000010000,  -0.0000015000,   0.0000000000,	             64,  -1.5000000000,  -0.2562678000,  -0.1948024000,   2.4297070000,   1.5000000000,	             64,   1.5000000000,   2.4297080000,  -0.1948011000,  -0.2562679000,  -1.5000000000,	             64,  -1.5000000000,  -0.2562687000,  -0.1948020000,   2.4297060000,   1.5000000000,	             64,   1.5000000000,   2.4297070000,  -0.1948004000,  -0.2562689000,  -1.5000000000,
             65,   0.0000000000,  -0.0000003000,   0.0000010000,  -0.0000006000,   0.0000000000,	             65,  -1.5000000000,  -0.2562687000,  -0.1948019000,   2.4297070000,   1.5000000000,	             65,   1.5000000000,   2.4297080000,  -0.1948001000,  -0.2562689000,  -1.5000000000,	             65,  -1.5000000000,  -0.2562696000,  -0.1948015000,   2.4297070000,   1.5000000000,	             65,   1.5000000000,   2.4297090000,  -0.1947991000,  -0.2562698000,  -1.5000000000,
             66,   0.0000000000,   0.0000000000,   0.0000010000,   0.0000000000,   0.0000000000,	             66,  -1.5000000000,  -0.2562693000,  -0.1948017000,   2.4297070000,   1.5000000000,	             66,   1.5000000000,   2.4297090000,  -0.1947991000,  -0.2562696000,  -1.5000000000,	             66,  -1.5000000000,  -0.2562699000,  -0.1948016000,   2.4297080000,   1.5000000000,	             66,   1.5000000000,   2.4297110000,  -0.1947980000,  -0.2562703000,  -1.5000000000,
             67,   0.0000000000,   0.0000010000,   0.0000010000,   0.0000000000,   0.0000000000,	             67,  -1.5000000000,  -0.2562695000,  -0.1948020000,   2.4297080000,   1.5000000000,	             67,   1.5000000000,   2.4297110000,  -0.1947981000,  -0.2562699000,  -1.5000000000,	             67,  -1.5000000000,  -0.2562697000,  -0.1948023000,   2.4297090000,   1.5000000000,	             67,   1.5000000000,   2.4297130000,  -0.1947970000,  -0.2562703000,  -1.5000000000,
             68,   0.0000000000,   0.0000010000,   0.0000000000,   0.0000000000,   0.0000000000,	             68,  -1.5000000000,  -0.2562693000,  -0.1948028000,   2.4297090000,   1.5000000000,	             68,   1.5000000000,   2.4297130000,  -0.1947970000,  -0.2562700000,  -1.5000000000,	             68,  -1.5000000000,  -0.2562692000,  -0.1948036000,   2.4297090000,   1.5000000000,	             68,   1.5000000000,   2.4297150000,  -0.1947960000,  -0.2562700000,  -1.5000000000,
             69,   0.0000000000,   0.0000010000,  -0.0000001000,  -0.0000002000,   0.0000000000,	             69,  -1.5000000000,  -0.2562689000,  -0.1948043000,   2.4297080000,   1.5000000000,	             69,   1.5000000000,   2.4297150000,  -0.1947957000,  -0.2562699000,  -1.5000000000,	             69,  -1.5000000000,  -0.2562685000,  -0.1948058000,   2.4297080000,   1.5000000000,	             69,   1.5000000000,   2.4297160000,  -0.1947945000,  -0.2562698000,  -1.5000000000,
             70,   0.0000000000,   0.0000010000,  -0.0000003000,  -0.0000009000,   0.0000000000,	             70,  -1.5000000000,  -0.2562684000,  -0.1948066000,   2.4297070000,   1.5000000000,	             70,   1.5000000000,   2.4297160000,  -0.1947939000,  -0.2562698000,  -1.5000000000,	             70,  -1.5000000000,  -0.2562679000,  -0.1948088000,   2.4297050000,   1.5000000000,	             70,   1.5000000000,   2.4297180000,  -0.1947921000,  -0.2562697000,  -1.5000000000,
             71,   0.0000000000,   0.0000020000,  -0.0000003000,  -0.0000017000,   0.0000000000,	             71,  -1.5000000000,  -0.2562678000,  -0.1948098000,   2.4297040000,   1.5000000000,	             71,   1.5000000000,   2.4297180000,  -0.1947911000,  -0.2562699000,  -1.5000000000,	             71,  -1.5000000000,  -0.2562672000,  -0.1948130000,   2.4297020000,   1.5000000000,	             71,   1.5000000000,   2.4297200000,  -0.1947883000,  -0.2562700000,  -1.5000000000,
             72,   0.0000000000,   0.0000020000,  -0.0000002000,  -0.0000027000,   0.0000000000,	             72,  -1.5000000000,  -0.2562672000,  -0.1948144000,   2.4297010000,   1.5000000000,	             72,   1.5000000000,   2.4297210000,  -0.1947868000,  -0.2562702000,  -1.5000000000,	             72,  -1.5000000000,  -0.2562665000,  -0.1948190000,   2.4296970000,   1.5000000000,	             72,   1.5000000000,   2.4297240000,  -0.1947826000,  -0.2562706000,  -1.5000000000,
             73,   0.0000000000,   0.0000030000,  -0.0000001000,  -0.0000039000,   0.0000000000,	             73,  -1.5000000000,  -0.2562664000,  -0.1948210000,   2.4296960000,   1.5000000000,	             73,   1.5000000000,   2.4297260000,  -0.1947804000,  -0.2562709000,  -1.5000000000,	             73,  -1.5000000000,  -0.2562656000,  -0.1948277000,   2.4296900000,   1.5000000000,	             73,   1.5000000000,   2.4297300000,  -0.1947739000,  -0.2562716000,  -1.5000000000,
             74,   0.0000000000,   0.0000050000,   0.0000000000,  -0.0000057000,   0.0000000000,	             74,  -1.5000000000,  -0.2562654000,  -0.1948307000,   2.4296880000,   1.5000000000,	             74,   1.5000000000,   2.4297320000,  -0.1947707000,  -0.2562721000,  -1.5000000000,	             74,  -1.5000000000,  -0.2562644000,  -0.1948404000,   2.4296810000,   1.5000000000,	             74,   1.5000000000,   2.4297390000,  -0.1947610000,  -0.2562732000,  -1.5000000000,
             75,   0.0000000000,   0.0000080000,   0.0000000000,  -0.0000082000,   0.0000000000,	             75,  -1.5000000000,  -0.2562639000,  -0.1948449000,   2.4296780000,   1.5000000000,	             75,   1.5000000000,   2.4297430000,  -0.1947563000,  -0.2562737000,  -1.5000000000,	             75,  -1.5000000000,  -0.2562624000,  -0.1948591000,   2.4296670000,   1.5000000000,	             75,   1.5000000000,   2.4297530000,  -0.1947420000,  -0.2562754000,  -1.5000000000,
             76,   0.0000000000,   0.0000120000,   0.0000000000,  -0.0000120000,   0.0000000000,	             76,  -1.5000000000,  -0.2562616000,  -0.1948659000,   2.4296620000,   1.5000000000,	             76,   1.5000000000,   2.4297580000,  -0.1947352000,  -0.2562762000,  -1.5000000000,	             76,  -1.5000000000,  -0.2562594000,  -0.1948869000,   2.4296460000,   1.5000000000,	             76,   1.5000000000,   2.4297740000,  -0.1947140000,  -0.2562786000,  -1.5000000000,
             77,   0.0000000000,   0.0000180000,   0.0000000000,  -0.0000176000,   0.0000000000,	             77,  -1.5000000000,  -0.2562582000,  -0.1948970000,   2.4296390000,   1.5000000000,	             77,   1.5000000000,   2.4297810000,  -0.1947040000,  -0.2562797000,  -1.5000000000,	             77,  -1.5000000000,  -0.2562548000,  -0.1949280000,   2.4296160000,   1.5000000000,	             77,   1.5000000000,   2.4298040000,  -0.1946729000,  -0.2562832000,  -1.5000000000,
             78,   0.0000000000,   0.0000260000,   0.0000000000,  -0.0000259000,   0.0000000000,	             78,  -1.5000000000,  -0.2562532000,  -0.1949428000,   2.4296050000,   1.5000000000,	             78,   1.5000000000,   2.4298150000,  -0.1946581000,  -0.2562848000,  -1.5000000000,	             78,  -1.5000000000,  -0.2562481000,  -0.1949887000,   2.4295720000,   1.5000000000,	             78,   1.5000000000,   2.4298490000,  -0.1946121000,  -0.2562900000,  -1.5000000000,
             79,   0.0000000000,   0.0000380000,   0.0000000000,  -0.0000382000,   0.0000000000,	             79,  -1.5000000000,  -0.2562456000,  -0.1950106000,   2.4295560000,   1.5000000000,	             79,   1.5000000000,   2.4298650000,  -0.1945903000,  -0.2562924000,  -1.5000000000,	             79,  -1.5000000000,  -0.2562381000,  -0.1950783000,   2.4295060000,   1.5000000000,	             79,   1.5000000000,   2.4299150000,  -0.1945225000,  -0.2562999000,  -1.5000000000,
             80,   0.0000000000,   0.0000570000,   0.0000000000,  -0.0000565000,   0.0000000000,	             80,  -1.5000000000,  -0.2562345000,  -0.1951106000,   2.4294820000,   1.5000000000,	             80,   1.5000000000,   2.4299390000,  -0.1944903000,  -0.2563035000,  -1.5000000000,	             80,  -1.5000000000,  -0.2562233000,  -0.1952106000,   2.4294080000,   1.5000000000,	             80,   1.5000000000,   2.4300130000,  -0.1943902000,  -0.2563146000,  -1.5000000000,
             81,   0.0000000000,   0.0000840000,   0.0000000000,  -0.0000834000,   0.0000000000,	             81,  -1.5000000000,  -0.2562180000,  -0.1952581000,   2.4293730000,   1.5000000000,	             81,   1.5000000000,   2.4300480000,  -0.1943426000,  -0.2563199000,  -1.5000000000,	             81,  -1.5000000000,  -0.2562015000,  -0.1954057000,   2.4292640000,   1.5000000000,	             81,   1.5000000000,   2.4301570000,  -0.1941950000,  -0.2563362000,  -1.5000000000,
             82,   0.0000000000,   0.0001230000,   0.0000000000,  -0.0001232000,   0.0000000000,	             82,  -1.5000000000,  -0.2561937000,  -0.1954759000,   2.4292130000,   1.5000000000,	             82,   1.5000000000,   2.4302090000,  -0.1941247000,  -0.2563441000,  -1.5000000000,	             82,  -1.5000000000,  -0.2561694000,  -0.1956937000,   2.4290520000,   1.5000000000,	             82,   1.5000000000,   2.4303690000,  -0.1939068000,  -0.2563683000,  -1.5000000000,
             83,   0.0000000000,   0.0001820000,   0.0000000000,  -0.0001818000,   0.0000000000,	             83,  -1.5000000000,  -0.2561579000,  -0.1957972000,   2.4289760000,   1.5000000000,	             83,   1.5000000000,   2.4304450000,  -0.1938030000,  -0.2563798000,  -1.5000000000,	             83,  -1.5000000000,  -0.2561221000,  -0.1961185000,   2.4287390000,   1.5000000000,	             83,   1.5000000000,   2.4306820000,  -0.1934813000,  -0.2564155000,  -1.5000000000,
             84,   0.0000000000,   0.0002680000,   0.0000010000,  -0.0002683000,   0.0000000000,	             84,  -1.5000000000,  -0.2561050000,  -0.1962712000,   2.4286260000,   1.5000000000,	             84,   1.5000000000,   2.4307950000,  -0.1933280000,  -0.2564325000,  -1.5000000000,	             84,  -1.5000000000,  -0.2560522000,  -0.1967453000,   2.4282760000,   1.5000000000,	             84,   1.5000000000,   2.4311450000,  -0.1928530000,  -0.2564853000,  -1.5000000000,
             85,   0.0000000000,   0.0003960000,   0.0000010000,  -0.0003959000,   0.0000000000,	             85,  -1.5000000000,  -0.2560270000,  -0.1969705000,   2.4281100000,   1.5000000000,	             85,   1.5000000000,   2.4313120000,  -0.1926265000,  -0.2565103000,  -1.5000000000,	             85,  -1.5000000000,  -0.2559489000,  -0.1976697000,   2.4275940000,   1.5000000000,	             85,   1.5000000000,   2.4318280000,  -0.1919251000,  -0.2565881000,  -1.5000000000,
             86,   0.0000000000,   0.0005850000,   0.0000030000,  -0.0005842000,   0.0000000000,	             86,  -1.5000000000,  -0.2559117000,  -0.1980017000,   2.4273480000,   1.5000000000,	             86,   1.5000000000,   2.4320740000,  -0.1915905000,  -0.2566250000,  -1.5000000000,	             86,  -1.5000000000,  -0.2557964000,  -0.1990330000,   2.4265870000,   1.5000000000,	             86,   1.5000000000,   2.4328360000,  -0.1905545000,  -0.2567398000,  -1.5000000000,
             87,   0.0000000000,   0.0008640000,   0.0000070000,  -0.0008619000,   0.0000000000,	             87,  -1.5000000000,  -0.2557413000,  -0.1995221000,   2.4262250000,   1.5000000000,	             87,   1.5000000000,   2.4331990000,  -0.1900598000,  -0.2567942000,  -1.5000000000,	             87,  -1.5000000000,  -0.2555709000,  -0.2010424000,   2.4251010000,   1.5000000000,	             87,   1.5000000000,   2.4343240000,  -0.1885291000,  -0.2569633000,  -1.5000000000,
             88,   0.0000000000,   0.0012750000,   0.0000150000,  -0.0012714000,   0.0000000000,	             88,  -1.5000000000,  -0.2554894000,  -0.2017623000,   2.4245670000,   1.5000000000,	             88,   1.5000000000,   2.4348600000,  -0.1877969000,  -0.2570433000,  -1.5000000000,	             88,  -1.5000000000,  -0.2552375000,  -0.2040026000,   2.4229090000,   1.5000000000,	             88,   1.5000000000,   2.4365210000,  -0.1855341000,  -0.2572924000,  -1.5000000000,
             89,   0.0000000000,   0.0018840000,   0.0000330000,  -0.0018750000,   0.0000000000,	             89,  -1.5000000000,  -0.2551166000,  -0.2050608000,   2.4221210000,   1.5000000000,	             89,   1.5000000000,   2.4373130000,  -0.1844493000,  -0.2574100000,  -1.5000000000,	             89,  -1.5000000000,  -0.2547439000,  -0.2083592000,   2.4196750000,   1.5000000000,	             89,   1.5000000000,   2.4397650000,  -0.1811017000,  -0.2577767000,  -1.5000000000,
             90,   0.0000000000,   0.0027830000,   0.0000710000,  -0.0027642000,   0.0000000000,	             90,  -1.5000000000,  -0.2545644000,  -0.2099116000,   2.4185140000,   1.5000000000,	             90,   1.5000000000,   2.4409350000,  -0.1794914000,  -0.2579491000,  -1.5000000000,	             90,  -1.5000000000,  -0.2540121000,  -0.2147624000,   2.4149070000,   1.5000000000,	             90,   1.5000000000,   2.4445570000,  -0.1745334000,  -0.2584882000,  -1.5000000000,
             91,   0.0000000000,   0.0041140000,   0.0001560000,  -0.0040729000,   0.0000000000,	             91,  -1.5000000000,  -0.2537446000,  -0.2170332000,   2.4131950000,   1.5000000000,	             91,   1.5000000000,   2.4462860000,  -0.1721364000,  -0.2587401000,  -1.5000000000,	             91,  -1.5000000000,  -0.2529249000,  -0.2241548000,   2.4078770000,   1.5000000000,	             91,   1.5000000000,   2.4516370000,  -0.1647815000,  -0.2595311000,  -1.5000000000,
             92,   0.0000000000,   0.0060850000,   0.0003390000,  -0.0059963000,   0.0000000000,	             92,  -1.5000000000,  -0.2525248000,  -0.2274616000,   2.4053580000,   1.5000000000,	             92,   1.5000000000,   2.4541940000,  -0.1611998000,  -0.2598973000,  -1.5000000000,	             92,  -1.5000000000,  -0.2513049000,  -0.2378900000,   2.3975210000,   1.5000000000,	             92,   1.5000000000,   2.4621020000,  -0.1502632000,  -0.2610545000,  -1.5000000000,
             93,   0.0000000000,   0.0090110000,   0.0007380000,  -0.0088169000,   0.0000000000,	             93,  -1.5000000000,  -0.2507026000,  -0.2426731000,   2.3938190000,   1.5000000000,	             93,   1.5000000000,   2.4658880000,  -0.1448817000,  -0.2615830000,  -1.5000000000,	             93,  -1.5000000000,  -0.2488805000,  -0.2578846000,   2.3822790000,   1.5000000000,	             93,   1.5000000000,   2.4775820000,  -0.1285636000,  -0.2632688000,  -1.5000000000,
             94,   0.0000000000,   0.0133610000,   0.0016060000,  -0.0129391000,   0.0000000000,	             94,  -1.5000000000,  -0.2479664000,  -0.2647311000,   2.3768490000,   1.5000000000,	             94,   1.5000000000,   2.4831930000,  -0.1204146000,  -0.2640224000,  -1.5000000000,	             94,  -1.5000000000,  -0.2452301000,  -0.2867891000,   2.3598800000,   1.5000000000,	             94,   1.5000000000,   2.5004990000,  -0.0959476000,  -0.2664617000,  -1.5000000000,
             95,   0.0000000000,   0.0198480000,   0.0034930000,  -0.0189308000,   0.0000000000,	             95,  -1.5000000000,  -0.2438267000,  -0.2964291000,   2.3519470000,   1.5000000000,	             95,   1.5000000000,   2.5088250000,  -0.0834767800,  -0.2675161000,  -1.5000000000,	             95,  -1.5000000000,  -0.2396870000,  -0.3281271000,   2.3270440000,   1.5000000000,	             95,   1.5000000000,   2.5344570000,  -0.0465389100,  -0.2710098000,  -1.5000000000,
             96,   0.0000000000,   0.0295490000,   0.0075850000,  -0.0275625000,   0.0000000000,	             96,  -1.5000000000,  -0.2375003000,  -0.3413404000,   2.3155260000,   1.5000000000,	             96,   1.5000000000,   2.5468230000,  -0.0271875200,  -0.2724391000,  -1.5000000000,	             96,  -1.5000000000,  -0.2311740000,  -0.3862517000,   2.2791050000,   1.5000000000,	             96,   1.5000000000,   2.5848200000,   0.0291017300,  -0.2773622000,  -1.5000000000,
             97,   0.0000000000,   0.0440890000,   0.0164090000,  -0.0398119000,   0.0000000000,	             97,  -1.5000000000,  -0.2277056000,  -0.4035516000,   2.2625640000,   1.5000000000,	             97,   1.5000000000,   2.6031610000,   0.0596377200,  -0.2791945000,  -1.5000000000,	             97,  -1.5000000000,  -0.2179109000,  -0.4657629000,   2.2096010000,   1.5000000000,	             97,   1.5000000000,   2.6595000000,   0.1464630000,  -0.2859500000,  -1.5000000000,
             98,   0.0000000000,   0.0658310000,   0.0352100000,  -0.0567501000,   0.0000000000,	             98,  -1.5000000000,  -0.2123056000,  -0.4865778000,   2.1863010000,   1.5000000000,	             98,   1.5000000000,   2.6865080000,   0.1954792000,  -0.2880572000,  -1.5000000000,	             98,  -1.5000000000,  -0.1969055000,  -0.5696040000,   2.1100380000,   1.5000000000,	             98,   1.5000000000,   2.7698550000,   0.3313207000,  -0.2969198000,  -1.5000000000,
             99,   0.0000000000,   0.0978190000,   0.0742120000,  -0.0791252000,   0.0000000000,	             99,  -1.5000000000,  -0.1877174000,  -0.5905104000,   2.0783500000,   1.5000000000,	             99,   1.5000000000,   2.8086480000,   0.4107303000,  -0.2987939000,  -1.5000000000,	             99,  -1.5000000000,  -0.1631292000,  -0.6944431000,   1.9703990000,   1.5000000000,	             99,   1.5000000000,   2.9307890000,   0.6259814000,  -0.3095306000,  -1.5000000000,
            100,   0.0000000000,   0.1422740000,   0.1503630000,  -0.1064004000,   0.0000000000,	            100,  -1.5000000000,  -0.1481057000,  -0.7061306000,   1.9299810000,   1.5000000000,	            100,   1.5000000000,   2.9824480000,   0.7518958000,  -0.3100254000,  -1.5000000000,	            100,  -1.5000000000,  -0.1084940000,  -0.8217508000,   1.7816120000,   1.5000000000,	            100,   1.5000000000,   3.1562480000,   1.0930610000,  -0.3212569000,  -1.5000000000,
